tank,sample_date,week_number,temp,wattage,metacommunity,dispersal,ln_GPP_umol_L_h,benthic_chla_g_L,periphyton_chla_g_L,phytoplankton_chla_g_L,cyanobacteria_ugL,cryptophytes_ugL,diatoms_ugL,chlorophytes_ugL,total_fluoro_g_chla_L,total_fluoro_ug_C_L,ln_fluoro_ug_C_L,zoop_raw_g_L,ln_zoop_ug_L,volume,temp_K,inv_kT,inv_kTc,flowcam_particles_mL,diameter_mean,diameter_min,diameter_max,diameter_stdev,volume_mean,volume_min,volume_max,volume_stdev,carbon_g,X0.5um,X5.10um,X10.15um,X15.20um,X20.25um,X25.30um,X30.35um,X35.40um,X0_5um,X5_10um,X10_15um,X15_20um,X20_25um,X25_30um,X30_35um,X35_40um,prop_inedible,totalN,size_NMDS1,size_NMDS2,comp_NMDS1,comp_NMDS2
28,8/8/18,8,26.85381944,0,7,low,2.576080308,0.009135678,0.000436488,0.0003396,0.25,1.79,0,14.52,1.66e-05,828,2.918030337,0.00282,7.145984468,655.2301399,300.0038194,38.66926793,0.292707129,2656,4.87,1.79,12.39,3.03,29.3,0.8,350,71.6,6.59e-06,91.2,5.9,2.9,0,0,0,0,0,7084.416,458.312,225.272,0,0,0,0,0,0,1.387061121,-0.293748253,-0.142337685,0.224294915,0.303427113
29,8/8/18,8,26.67194444,100,8,high,2.560000148,0.010114422,0.001276816,0.0003386,1.72,0.25,0,27.37,2.93e-05,1467,3.166430114,0.0065,7.98104976,683.731768,299.8219444,38.6927251,0.269249964,11646,5.86,0.86,29.61,3.34,183.4,0.8,4241.7,537,1.15e-05,36.2,57.7,2,2,2,0,0,0,5266.376,8394.196,290.96,290.96,290.96,0,0,0,0,0.657199603,0.342058953,0.035180065,0.490511091,-0.130540692
30,8/8/18,8,27.74423611,200,8,high,2.628471739,0.00926704,0.000267754,0.0001194,0.55,0,0,44.93,4.55e-05,2274,3.35679046,0.00261,7.068597804,717.076868,300.8942361,38.55483649,0.40713857,10814,4.74,1.45,20.11,4.07,135.1,0.8,4255.37,599,6.08e-06,79.7,15.2,1.5,0.7,1.5,1.5,0,0,19021.999,3627.784,358.005,167.069,358.005,358.005,0,0,35800.5,0.899374908,-0.143017634,0.08720088,0.43163676,-0.211838981
31,8/8/18,8,25.39284722,0,8,high,NA,0.00488058,9.67e-05,0.0002298,0,0.46,0,22.74,2.32e-05,1160,3.064457989,0.00148,6.501289671,506.6145076,298.5428472,38.85850283,0.103472228,7345,6.58,2.54,16.42,3.27,57.8,0.8,2318.6,263,1.63e-05,81.9,14.9,1,1,1,0,0,0,9904.986,1802.006,120.94,120.94,120.94,0,0,0,0,3.427790845,-0.14890303,0.009739941,-0.633732141,-0.141813349
32,8/8/18,8,28.99590278,300,8,high,2.693686862,0.007721483,0.000410772,0.000175,0.67,0.24,0,41.02,4.19e-05,2096.5,3.321494867,0.00225,6.920177799,769.282284,302.1459028,38.3951196,0.566855459,30474,5.6,1.93,23.32,6.67,138.9,0.8,6639.57,680.7,1e-05,70.4,23.9,3.1,0.5,1.3,0.5,0,0,15345.792,5209.722,675.738,108.99,283.374,108.99,0,0,10899,0.298466798,-0.008631509,0.043034565,-0.519033177,-0.221157477
33,8/8/18,8,25.49159722,0,9,none,2.394403807,0.006405511,0.000527802,0.0004636,0,0.75,0,26.25,2.7e-05,1350,3.130333768,0.00118,6.274762021,577.8685779,298.6415972,38.84565373,0.116321333,3516,9.41,2.23,27.03,6.69,367.4,0.8,5224.5,873,4.75e-05,51.1,26.7,4.4,8.9,6.7,2.2,0,0,7137.137,3729.189,614.548,1243.063,935.789,307.274,0,0,30727.4,1.325254793,0.160048947,0.297922323,0.400508545,0.242456041
34,8/8/18,8,26.65291667,100,9,none,2.454184796,0.008172548,0.001281756,0.0002712,0.82,0.22,0,12.85,1.39e-05,694.5,2.84167225,0.00224,6.915723449,602.2985448,299.8029167,38.69518083,0.266794229,8606,7.12,2.18,23.66,5.19,418.9,0.8,6931,1106,2.06e-05,47.3,26.4,2.7,6.4,2.7,1.8,0.9,0,3232.009,1803.912,184.491,437.312,184.491,122.994,61.497,0,18449.1,0.700906543,0.149804369,0.278073946,0.318075009,-0.016809417
35,8/8/18,8,29.22479167,300,9,none,2.749677431,0.005290951,6.95e-05,0.0004386,1.81,0.44,0,25.59,2.78e-05,1392,3.143639235,0.001,6.109247583,835.106504,302.3747917,38.36605562,0.595919444,20276,9.72,2.68,26.73,5.03,245.3,0.8,5408.4,703,5.24e-05,74.4,9.7,5.3,6.7,2.5,1.5,0,0,10125.096,1320.073,721.277,911.803,340.225,204.135,0,0,20413.5,1.904896768,-0.105250033,0.270115302,0.622472954,-0.156916994
36,8/8/18,8,28.07375,200,9,none,2.360455442,0.007810109,3.57e-05,0.0002222,0.74,0.61,0,8.97,1.03e-05,516,2.712649702,0.00167,6.622071209,701.1882632,301.22375,38.51266069,0.449314375,23638,6.78,3.27,25.61,4.12,196.1,0.8,6150,640.4,1.78e-05,63.1,27.2,3.1,3.7,2.1,0.7,0.1,0,3018.704,1301.248,148.304,177.008,100.464,33.488,4.784,0,3827.2,1.299630871,0.064616061,0.142503695,0.019240465,0.01129568
37,8/8/18,8,28.42958333,200,10,high,2.688380516,0.007823908,0.001731702,NA,1.13,0.91,0,17.69,1.97e-05,986.5,2.99409709,0.00257,7.053153482,742.0446757,301.5795833,38.46721965,0.494755409,8260,6.84,2.41,22.97,4.7,131.6,0.7,6344.6,617.5,1.83e-05,81.2,11.6,4.4,1.2,0.4,1.2,0,0,7653.912,1093.416,414.744,113.112,37.704,113.112,0,0,11311.2,1.626570879,-0.146476048,0.106153109,0.312729252,-0.280949974
38,8/8/18,8,29.52041667,300,10,high,2.735172003,0.00886791,0.000129461,0.0005864,2.72,0,0,33.24,3.6e-05,1798,3.254789687,0.00602,7.904334842,803.3292943,302.6704167,38.32858263,0.633392433,8797,11.71,2.48,29.23,5.54,NA,0.8,6172.4,1558.2,1.63e-05,30.4,28.6,11.6,9.8,11.6,8,0,0,5368.64,5050.76,2048.56,1730.68,2048.56,1412.8,0,0,31280,1.427868602,0.364958619,0.438072835,-0.145831651,0.083416234
39,8/8/18,8,27.20930556,100,10,high,2.71399257,0.011704837,4.49e-05,0.0004768,1.52,1.03,0,38.29,4.08e-05,2042,3.310055738,0.00182,6.708084084,735.2352736,300.3593056,38.62350145,0.338473609,4376,6.87,2.11,17.09,4.04,171,0.8,2613,485.3,1.85e-05,66,19.6,7.1,3.6,3.6,0,0,0,13446.18,3993.108,1446.483,733.428,733.428,0,0,0,0,1.631682327,0.041244133,0.171584577,0.102824302,0.000778487
40,8/8/18,8,26.50631944,0,10,high,2.464534429,0.007622641,0.000186561,0.0003678,0.22,0.35,0,23.56,2.41e-05,1206.5,3.081527326,0.00324,7.284820913,659.301801,299.6563194,38.71411121,0.247863855,28575,6.78,1.33,23.57,5.1,126.9,0.6,6856.6,666.9,1.78e-05,83.5,12.4,1.1,1.1,0.6,1.4,0,0,10459.21,1553.224,137.786,137.786,75.156,175.364,0,0,17536.4,0.412333936,-0.196043615,0.067521517,0.140386859,0.207782684
41,8/8/18,8,25.41013889,0,11,none,NA,0.004708198,0.000166552,0.0002716,0.11,0.89,0,12.01,1.3e-05,650.5,2.813247301,0.00153,6.534515318,539.1877969,298.5601389,38.85625227,0.105722791,11505,9.44,2.31,28.99,6.34,349,0.8,6483.6,1045,4.8e-05,66,15.7,7.5,2.7,4.1,3.4,0,0,4228.62,1005.899,480.525,172.989,262.687,217.838,0,0,21783.8,0.493506247,-0.004702994,0.266621405,0.200084151,0.105545067
42,8/8/18,8,26.89979167,100,11,none,2.301383662,0.00532616,0.000186712,0.0002772,0.5,0.12,1.52,7.65,9.79e-06,489.5,2.689752696,0.00339,7.330077504,669.4809539,300.0497917,38.66334321,0.298631854,3286,8.63,1.97,21.41,6.85,534.7,0.8,5141,1425.3,3.67e-05,64.3,21.4,2.4,2.4,7.1,2.4,0,0,3056.822,1017.356,114.096,114.096,337.534,114.096,0,0,11409.6,0.537010881,0.009578081,0.237485041,0.15712022,0.20590141
43,8/8/18,8,29.625625,300,11,none,2.366507739,0.009908524,0.000564764,0.0001602,0.4,0.66,0,3.94,5e-06,250,2.397940009,0.00143,6.466922027,789.7104902,302.775625,38.31526423,0.646710831,4460,7.89,2.32,30.09,7,395.7,0.8,14260.8,1934.4,2.8e-05,61.4,29.8,3.5,1.8,1.8,0,0,1.8,1297.996,629.972,73.99,38.052,38.052,0,0,38.052,3805.2,0.861482054,0.112535567,0.11428782,0.513657278,0.255519736
44,8/8/18,8,28.40340278,200,11,none,2.540723619,0.007976328,0.000412035,9.38e-05,0.59,1.22,0,2.85,4.66e-06,233,2.367355921,0.0036,7.390181428,803.3292943,301.5534028,38.47055933,0.491415726,9871,6.48,2.4,17.83,4.42,61,0.6,2965.9,291.2,1.55e-05,86.5,10.3,1.6,1.6,0,0,0,0,1342.48,159.856,24.832,24.832,0,0,0,0,0,2.448000101,-0.229317195,-0.014489394,0.359261709,0.002897272
45,8/8/18,8,27.36,100,12,low,2.50975585,0.005935845,0.000154271,0.0002318,0.95,0,0.46,7.71,9.12e-06,456,2.658964843,0.00045,5.310739887,628.7643424,300.51,38.60413322,0.357841839,9383,4.64,2.82,12.11,1.32,184.1,0.6,7530.4,1030,5.7e-06,90,5.8,0.8,0,0,2.5,0,0,3873.6,249.632,34.432,0,0,107.6,0,0,10760,1.205210514,-0.405519214,-0.043071232,0.318470655,0.206690914
46,8/8/18,8,28.37034722,200,12,low,2.642846746,0.008518797,0.000194375,0.0003772,7.94,0.58,0,16.77,2.53e-05,1264.5,3.101918834,0.00139,6.43855133,751.1238784,301.5203472,38.47477685,0.487198213,61851,NA,NA,NA,NA,43.8,0.7,603.1,59.8,NA,57,41.1,1,0.1,0,0,0,0,5092.38,3671.874,89.34,8.934,0,0,0,0,0,1.456442163,0.121329891,-0.17475637,0.351718582,0.292132929
47,8/8/18,8,26.38958333,0,12,low,2.370808273,0.007804957,0.000142997,0.0001224,1.06,0.69,0,9.52,1.13e-05,563.5,2.75089392,0.0014,6.445719819,608.4060366,299.5395833,38.72919881,0.23277625,6793,5.83,2.79,23.7,5.98,284.6,0.8,6968.4,1147.6,1.13e-05,73.2,16.9,4.2,1.4,1.4,1.4,1.4,0,3717.828,858.351,213.318,71.106,71.106,71.106,71.106,0,14221.2,0.480359444,-0.068782724,0.186771309,0.345318441,0.055228163
48,8/8/18,8,29.82604167,300,12,low,2.649145693,0.014666797,3.22e-05,0.000381,0.31,0.94,0,12.99,1.42e-05,712,2.852479994,0.00602,7.904334842,837.3763047,302.9760417,38.28991893,0.672056127,11203,6.14,3.53,20.39,5.51,140,0.8,4441.4,600.6,1.32e-05,74.1,22.4,0.7,0,2.8,0,0,0,5134.389,1552.096,48.503,0,194.012,0,0,0,0,1.291825923,-0.084585762,-0.114847116,-0.101203091,0.017519864
1,8/22/18,10,22.85125,100,1,high,2.677720124,0.010772683,0.000130939,0.000253,2.037333333,0.866666667,0,20.122,2.42e-05,1151.3,3.061188505,3e-04,4.905274778,557.5102721,296.00125,39.19215907,-0.230184007,18605,4.78,1.54,22.96,3.58,134.1,0.6,6335.2,622.9,6.23e-06,79,15.6,2.7,0.5,0.8,0.5,0,0,8468.01,1672.164,289.413,53.595,85.752,53.595,0,0,5359.5,2.411191688,-0.110103597,0.037554674,NA,NA
2,8/22/18,10,23.62902778,200,1,high,2.819036631,0.010840068,0.000620176,0.0005608,1.043333333,0.241333333,0,41.044,4.85e-05,2116.433333,3.325604593,0.0068,8.026170195,435.3604373,296.7790278,39.08944699,-0.12747193,33670,5.81,1.36,22,6.05,181.1,0.8,5572.4,562.1,1.12e-05,46.3,42.5,8.9,0.7,1.4,0.2,0,0,10101.271,9272.225,1941.713,152.719,305.438,43.634,0,0,4363.4,1.899624564,0.248653605,0.032231605,NA,NA
3,8/22/18,10,21.79631944,0,1,high,2.443708003,0.005629341,0.000220338,0.0002824,2.354666667,0.410666667,0,14.92666667,1.71e-05,884.6000002,2.946746935,0.0069,8.040768994,735.2352736,294.9463194,39.33233714,-0.370362079,30229,3.03,1.09,17.81,5,32.1,0.7,2957.4,180.4,1.59e-06,92.2,4.9,1.6,0.8,0.5,0,0,0,7323.446,389.207,127.088,63.544,39.715,0,0,0,0,2.890338695,-0.300974298,0.012868167,NA,NA
4,8/22/18,10,24.58333333,300,1,high,2.823760019,0.001881859,0.000180643,0.0005974,1.676,0.104,0,34.78,4.18e-05,1828,3.261976191,0.0079,8.176110342,476.0770489,297.7333333,38.96415609,-0.002181034,17688,4.25,1.48,15.99,1.87,66,0.8,2141.4,165.2,4.38e-06,67.7,27.9,4,0,0.4,0,0,0,12514.345,5157.315,739.4,0,73.94,0,0,0,0,2.503749565,0.031964077,-0.072359927,NA,NA
5,8/22/18,10,23.81166667,200,2,none,2.688109201,0.004480724,0.000496957,0.0004544,0.511333333,0.973333333,0,37.96,4.73e-05,1972.233333,3.294958295,9e-04,6.003887067,547.3311192,296.9616667,39.065406,-0.103430937,2419,2.84,1.54,4.73,0.79,13.2,0.9,55.4,11.6,1.31e-06,93.6,6.5,0,0,0,0,0,0,18910.008,1313.195,0,0,0,0,0,0,0,2.379055017,-0.393664054,-0.184040684,NA,NA
6,8/22/18,10,24.68777778,300,2,none,2.635761255,0.010229192,0.001539632,0.0001174,0.705333333,0.672666667,0,4.756666667,9.24e-06,306.7333334,2.486760974,0.0024,6.98471632,506.6145076,297.8377778,38.95049231,0.011482746,12237,3.37,1.4,11.55,2.87,27,0.76,805.8,93.2,2.18e-06,90.4,7.7,0.6,1.3,0,0,0,0,2306.104,196.427,15.306,33.163,0,0,0,0,0,3.817153423,-0.306232148,-0.046043657,NA,NA
7,8/22/18,10,22.89479167,100,2,none,2.671560491,0.005641907,5.85e-05,0.0002692,1.131333333,0.037333333,0,31.33466667,3.48e-05,1625.166667,3.210897906,0.0015,6.514712691,649.1226481,296.0447917,39.18639476,-0.224419704,9767,5.11,1.34,15.68,3.65,76.7,0.7,2019.4,120,7.61e-06,68,28.8,2.1,0,0.8,0,0,0,11321.32,4794.912,349.629,0,133.192,0,0,0,0,1.485696563,0.014563872,-0.078993884,NA,NA
8,8/22/18,10,22.09326389,0,2,none,2.517706797,0.007846536,0.000375049,0.00027,0.074666667,0.061333333,4.350666667,17.39133333,1.87e-05,1093.9,3.038977622,0.0025,7.025538315,618.5851895,295.2432639,39.29277817,-0.33080311,5398,5.56,1.36,22.49,5.58,259.3,0.8,5952.6,1012.7,9.81e-06,73.9,15.9,4.4,1.5,2.9,1.5,0,0,8276.8,1780.8,492.8,168,324.8,168,0,0,16800,1.847394638,-0.065564608,0.159304005,NA,NA
9,8/22/18,10,21.84993056,0,3,low,2.289054784,0.002399713,0.000209978,0.000104,0.407333333,0.046666667,1.672666667,3.664666667,9.5e-06,289.5666667,2.461748567,0.0018,6.697034248,723.8862701,294.9999306,39.32518917,-0.363214109,6798,3.81,1.4,15.73,4.79,57.1,0.8,2039.4,226.4,3.16e-06,77,20.7,1.2,1.2,0,0,0,0,2084.39,560.349,32.484,32.484,0,0,0,0,0,4.904943521,-0.089149841,-0.055572777,NA,NA
10,8/22/18,10,22.99569444,100,3,low,2.50179797,0.007707072,0.000300786,0.000172,1.118,0.166,0,15.934,1.59e-05,860.9,2.934952708,0.0027,7.102499356,608.4060366,296.1456944,39.17304317,-0.211068114,5939,9.33,2.72,19.75,3.21,178,0.7,4035.9,671.9,4.63e-05,86.8,5.3,2.6,1.3,2.6,1.3,0,0,7351.092,448.857,220.194,110.097,220.194,110.097,0,0,11009.7,1.49297738,-0.251999771,0.178423273,NA,NA
11,8/22/18,10,25.03176136,300,3,low,2.828040313,0.015249632,0.00068919,0.000109,0.768,0.502666667,0,22.00866667,2.48e-05,1163.966667,3.065940543,0.0028,7.138867,404.8229786,298.1817614,38.90555888,0.056416178,8283,4.17,1.22,21.69,6.24,153.3,0.7,5345.5,679.8,4.14e-06,76.4,17,3.8,0.9,0.9,0.9,0,0,8945.676,1990.53,444.942,105.381,105.381,105.381,0,0,10538.1,1.611685185,-0.072799137,0.074161146,NA,NA
12,8/22/18,10,23.93313763,200,3,low,2.870788168,0.012709349,0.000298271,0.0001446,1.942666667,0.082666667,0,38.682,4.51e-05,2035.366667,3.308642658,0.0024,6.98471632,476.0770489,297.0831376,39.04943299,-0.087457926,23469,4.38,1.14,20.85,1.94,56.2,0.8,4746.1,254.1,4.79e-06,69.3,29.2,0.8,1.2,0.5,0,0,0,14246.001,6002.644,164.456,246.684,102.785,0,0,0,0,1.704793454,0.0058892,-0.036748714,NA,NA
13,8/22/18,10,24.56020833,300,4,none,2.943524854,0.004726553,0.001054999,0.00057,1.501333333,0.396666667,0,29.67266667,4.02e-05,1578.533334,3.198253757,0.0021,6.851184927,486.2562018,297.7102083,38.96718268,-0.005207621,21686,5.04,1.14,23.31,6.82,164.4,0.6,6631.6,749.8,7.31e-06,69.7,23.8,4,0.4,1.4,0.7,0,0,11001.448,3756.592,631.36,63.136,220.976,110.488,0,0,11048.8,1.862787615,0.00267822,0.056966891,NA,NA
14,8/22/18,10,21.22145833,0,4,none,2.541104586,0.007655329,0.000666726,0.0001446,0,1.042666667,0.494666667,17.538,1.54e-05,953.7666667,2.97944214,0.0015,6.514712691,638.9434952,294.3714583,39.409147,-0.447171941,6564,4.33,1.98,10.54,2.28,31.1,0.8,612.6,96.3,4.63e-06,89.3,7.1,3.6,0,0,0,0,0,8544.224,679.328,344.448,0,0,0,0,0,0,1.513855821,-0.262519416,-0.13809519,NA,NA
15,8/22/18,10,23.6525,200,4,none,2.74654237,0.009166218,0.000314252,0.0006296,1.426666667,0.442666667,0,33.51933333,4.92e-05,1769.433333,3.247834204,0.0011,6.204557763,547.3311192,296.8025,39.08635565,-0.124380594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.404672929,NA,NA,NA,NA
16,8/22/18,10,22.34333333,100,4,none,2.414490307,0.004611652,0.000406703,0.0001426,0,0.676,1.230666667,15.356,1.64e-05,863.1333334,2.936077889,0.001,6.109247583,649.1226481,295.4933333,39.25952557,-0.297550505,13674,3.68,0.97,17.62,2.53,89.6,0.8,2864.19,353.9,2.84e-06,74.9,21.1,1.1,1.7,0.6,0.6,0,0,6540.268,1842.452,96.052,148.444,52.392,52.392,0,0,5239.2,1.40097961,-0.070355621,0.047991719,NA,NA
17,8/22/18,10,21.66861111,0,5,low,2.272757461,0.015259565,0.000194714,7.34e-05,0.320666667,0,0.342666667,10.28066667,9.01e-06,547.2000002,2.738146089,7e-04,5.752572639,780.6312874,294.8186111,39.34937496,-0.387399901,23972,3.49,1.05,23.08,3.21,155.7,0.6,6436.1,692,2.43e-06,76.8,16.7,2.6,2.3,0.3,1,0.3,0,4311.552,937.538,145.964,129.122,16.842,56.14,16.842,0,7298.2,1.367521056,-0.100968233,0.127045997,NA,NA
18,8/22/18,10,22.56625,100,5,low,2.280518985,0.015238411,0.0005603,8.48e-05,0.502666667,0.082666667,2.071333333,10.03133333,1.11e-05,634.3999999,2.802363174,0.0016,6.579251212,638.9434952,295.71625,39.22993097,-0.26795591,22875,5.6,1.42,24.97,5.65,278,0.8,11065,1088.2,1e-05,63,23,5.1,3.1,2.4,1.7,0.7,0,3946.32,1440.72,319.464,194.184,150.336,106.488,43.848,0,15033.6,1.734985909,0.05556303,0.216911851,NA,NA
19,8/22/18,10,24.77097222,300,5,low,2.88090946,0.006267468,0.000450046,NA,3.240666667,0.113333333,0,40.72733333,4.78e-05,2204.066667,3.343224727,0.0014,6.445719819,506.6145076,297.9209722,38.93961539,0.022359673,95519,3.96,1.18,23.55,2.02,68.5,0.8,6842.03,366.5,3.54e-06,71.6,26.9,0.6,0.1,0.5,0.1,0,0,15497.82,5822.505,129.87,21.645,108.225,21.645,0,0,2164.5,1.485359552,-0.033086309,-0.094082177,NA,NA
20,8/22/18,10,23.78729167,200,5,low,2.637638073,0.004950581,0.000671821,0.000261,3.319333333,0.598,2.366666667,14.97066667,1.85e-05,1062.733334,3.026424303,0.0024,6.98471632,465.897896,296.9372917,39.0686128,-0.10663774,18096,3.97,1.33,19.25,6.38,37,0.8,3719.7,247.2,3.57e-06,88.3,10.8,0,0.4,0.4,0,0,0,7981.437,976.212,0,36.156,36.156,0,0,0,0,1.164065456,-0.289380065,-0.07757227,NA,NA
21,8/22/18,10,23.19083333,100,6,high,2.596228928,0.015596167,0.000125558,7.6e-05,0.849333333,0.400666667,0,22.22266667,2.5e-05,1173.633334,3.069532436,5e-04,5.416100402,557.5102721,296.3408333,39.14724793,-0.18527287,40423,3.64,0.88,21.91,6.66,68.8,0.8,5504.86,327.6,2.75e-06,68,28.7,2.1,0.2,0.4,0.2,0,0,8036.92,3392.053,248.199,23.638,47.276,23.638,0,0,2363.8,2.954286859,0.014834362,-0.043492562,NA,NA
22,8/22/18,10,24.27506944,200,6,high,2.61274774,0.004459263,0.000503102,0.0002564,0.639333333,0.018666667,0,25.338,2.41e-05,1299.8,3.113876533,0.0021,6.851184927,516.7936605,297.4250694,39.00454019,-0.042565129,33799,5.1,0.99,21.58,6.75,101.5,0.8,5261.3,482.8,7.57e-06,63.2,32.9,1.6,0.5,1.2,0,0,0,8506.088,4428.011,215.344,67.295,161.508,0,0,0,0,1.800272983,0.059211652,-0.034046843,NA,NA
23,8/22/18,10,21.84368056,0,6,high,2.465020757,0.014407789,0.001743659,0.0003626,0.13,0.792,0.14,20.926,2.39e-05,1099.4,3.041155733,0.0015,6.514712691,659.301801,294.9936806,39.32602235,-0.364047288,20805,4.72,1.2,21.46,3.02,113.4,0.8,5173.2,542.4,6e-06,71.8,23.3,3.4,0,1.1,0.4,0,0,8045.19,2610.765,380.97,0,123.255,44.82,0,0,4482,1.606833497,-0.022406305,0.005048662,NA,NA
24,8/22/18,10,25.71395833,300,6,high,2.762180484,0.011184348,NA,9.74e-05,1.174,0.14,0,14.29733333,1.39e-05,780.5666665,2.892410001,0.0026,7.064759028,358.8336946,298.8639583,38.81675174,0.145223321,65284,4.2,1.45,19.82,6.33,60.9,0.8,4074.9,279.5,4.23e-06,71.4,26.3,1.3,0.1,0.5,0,0,0,5424.972,1998.274,98.774,7.598,37.99,0,0,0,0,1.114851682,-0.025741684,-0.073003109,NA,NA
25,8/22/18,10,24.19243056,200,7,low,2.793299296,0.024208511,0.000224461,0.0001782,1.912,0.366666667,0,23.14533333,2.72e-05,1271.2,3.104213884,0.0012,6.29156914,516.7936605,297.3424306,39.01538052,-0.053405464,34234,4.22,1.22,20.99,6.79,87.3,0.8,4840.2,398.3,4.29e-06,62.7,34.6,1.6,0.2,0.7,0.2,0,0,7718.37,4259.26,196.96,24.62,86.17,24.62,0,0,2462,5.634231631,0.067398176,-0.062568851,NA,NA
26,8/22/18,10,25.19034722,300,7,low,2.915265225,0.015425725,0.001544434,0.0002046,1.773333333,1.176666667,0,23.108,2.8e-05,1302.9,3.114911084,0.0011,6.204557763,350.2900352,298.3403472,38.88487824,0.077096825,17737,4.88,2.98,19.51,6.28,59.8,0.8,3887.93,343.2,6.63e-06,80.6,17.2,0.9,0.4,0.9,0,0,0,9925.89,2118.18,110.835,49.26,110.835,0,0,0,0,1.851702113,-0.130945236,-0.02432341,NA,NA
27,8/22/18,10,23.41326389,100,7,low,2.729728101,0.014318177,0.000728238,0.0003274,1.979333333,0.308666667,0,26.206,3.2e-05,1424.7,3.153723424,4e-04,5.192956851,557.5102721,296.5632639,39.11788642,-0.155911363,45554,5.08,1.84,21.87,6.97,137.6,0.8,5479.4,530.1,7.48e-06,52.4,42.2,2.4,1.4,0.7,0.3,0,0,7302.464,5880.992,334.464,195.104,97.552,41.808,0,0,4180.8,1.578329429,0.168122747,0.008221546,NA,NA
28,8/22/18,10,22.31770833,0,7,low,2.373430974,0.01430301,0.000420141,0.0001132,0.734,0.056,0,14.51933333,8.55e-06,765.4666665,2.883926283,0.0025,7.025538315,659.301801,295.4677083,39.26293042,-0.300955362,29415,3.62,1.4,22.07,6.12,87.2,0.8,5629.58,576.7,2.71e-06,92,6.1,0,0,1.3,0.3,0,0,7091.36,470.188,0,0,100.204,23.124,0,0,2312.4,1.168819972,-0.410880059,-0.029591144,NA,NA
29,8/22/18,10,22.32243056,100,8,high,2.242941183,0.013540013,0.000573334,0.0002612,1.462666667,0.095333333,0,32.62133333,3.81e-05,1708.966667,3.232733592,0.0013,6.371611847,659.301801,295.4724306,39.26230292,-0.300327863,48335,3.88,1.13,12.53,1.52,35.8,0.8,722.3,67.4,3.33e-06,70.8,27.1,1.8,0,0,0,0,0,12274.596,4698.327,312.066,0,0,0,0,0,0,3.227468424,-0.013284006,-0.131382818,NA,NA
30,8/22/18,10,23.66631944,200,8,high,2.477049194,0.009953483,0.000765596,0.000298,1.162666667,0.109333333,0,40.98133333,4.35e-05,2112.666667,3.32483098,0.00221,6.902240098,598.2268837,296.8163194,39.08453584,-0.122560777,29819,4.44,1.45,19.37,2.44,69.3,0.8,3803.5,231.7,4.99e-06,52.5,42.3,4.7,0.3,0.3,0,0,0,11431.875,9210.825,1023.425,65.325,65.325,0,0,0,0,6.925700411,0.181159504,-0.06317943,NA,NA
31,8/22/18,10,21.25902778,0,8,high,2.255642012,0.018008387,0.000620011,0.0001398,0.164,0.434666667,0,18.52866667,1.6e-05,956.3666669,2.980624431,6e-04,5.598421959,780.6312874,294.4090278,39.40411801,-0.442142951,27738,3.58,1.25,22.77,1.93,52.6,0.8,6178.6,347.8,2.62e-06,75.5,22.3,0.9,0.3,0.3,0.3,0,0,7439.015,2197.219,88.677,29.559,29.559,29.559,0,0,2955.9,5.668671493,-0.079942538,-0.0456429,NA,NA
32,8/22/18,10,24.93423611,300,8,high,2.671336075,0.012443337,0.000277982,0.0001016,0.596,0.591333333,0,29.60466667,2.97e-05,1539.6,3.187407902,0.0023,6.942156706,496.4353547,298.0842361,38.91828775,0.043687312,40606,4.34,1.19,20.06,5.51,72.5,0.8,4226.7,279.5,4.66e-06,54,41.4,3.7,0.6,0.4,0,0,0,8501.76,6518.016,582.528,94.464,62.976,0,0,0,0,2.526329143,0.159355845,-0.042911917,NA,NA
33,8/22/18,10,21.36347222,0,9,none,2.357809574,0.010767157,0.000215649,0.000332,0.496666667,0.237333333,0.061333333,17.21866667,1.89e-05,900.7000002,2.954580163,3e-04,4.905274778,746.584277,294.5134722,39.39014398,-0.428168918,15237,4.92,1.57,22.67,4.79,251.2,0.8,6102.4,810.6,6.8e-06,75.9,12.8,3.1,3.1,4.3,0.8,0,0,6969.897,1175.424,284.673,284.673,394.869,73.464,0,0,7346.4,1.709441947,-0.109334513,0.194796166,NA,NA
34,8/22/18,10,22.60923611,100,9,none,2.564357597,0.006739674,0.00103519,0.0001632,0.042666667,0.08,4.368,20.188,2.14e-05,1233.933333,3.091291696,4e-04,5.192956851,573.0389176,295.7592361,39.22422923,-0.26225417,11017,3.68,0.43,21.33,3.62,128.8,0.8,5078.3,676.2,2.84e-06,82.3,13.5,0.7,0,1.4,1.4,0,0,10446.339,1713.555,88.851,0,177.702,177.702,0,0,17770.2,4.337526428,-0.233977729,0.053425351,NA,NA
35,8/22/18,10,25.18395833,300,9,none,2.901294847,0.011935271,0.000145955,0.0006276,3.110666667,0.601333333,0,33.418,4e-05,1856.5,3.268694954,0.0011,6.204557763,465.897896,298.3339583,38.88571096,0.076264097,53026,3.32,1.81,25.14,8.7,41.2,0.8,8322.58,367.7,2.09e-06,86.4,12.3,0.7,0.2,0.3,0.2,0,0,15358.464,2186.448,124.432,35.552,53.328,35.552,0,0,3555.2,1.212383353,-0.21656539,-0.042733954,NA,NA
